artist.familiarity,artist.hotttnesss,artist.name,artist.terms,song.hotttnesss,song.tempo,song.loudness,song.duration,song.year
0.683719468,0.412671631,Organized Konfusion,hip hop,0.460484845,175.769,-8.709,198.3473,1997
0.614870934,0.628246419,Martina McBride,country,0.488289876,100.194,-13.627,261.95546,2005
0.790922848,0.601184942,Boyz II Men,new jack swing,0.345802234,116.473,-7.103,329.27302,1994
0.657406765,0.422472423,Donny Hathaway,jazz funk,0.617365618,111.191,-15.144,283.21914,1971
0.652367864,0.437964733,Les Ogres De Barback,chanson,0.394394856,137.888,-6.01,254.06649,1999
0.573605491,0.372251208,The Roches,singer-songwriter,0.265861049,130.027,-14.248,338.33751,1995
0.662649695,0.363177861,Jupiter Rising,pop rap,0.215080319,119.979,-5.913,193.4624,2007
0.70334944,0.498395338,The Verve Pipe,post-grunge,0.466304831,133.306,-4.953,292.8322,2001
0.434272038,0.301502462,Bob Neuwirth,singer-songwriter,0.480610618,152.267,-18.114,241.10975,1990
0.661001337,0.446890727,Maxi Priest,lovers rock,0.345802234,61.971,-8.095,301.81832,1991
0.830252262,0.507965802,Porcupine Tree,experimental rock,0.82517354,124.04,-7.982,416.80934,1997
0.604820432,0.383877494,Robben Ford,blues-rock,0.47212112,154.322,-11.976,203.98975,1988
0.530605798,0.350327605,Perrey And Kingsley,easy listening,0.444401715,135.78,-12.717,127.9473,2001
0.593416049,0.395709548,Enthroned,black metal,0.543052864,135.535,-4.878,240.74404,2010
0.631946666,0.380704536,Suzanne Ciani,meditation,0.608500079,139.189,-23.988,192.20853,1989
0.618765786,0.409134869,Johnny Osbourne,roots reggae,0.0,163.445,-9.741,215.30077,2004
0.81444811,0.60797181,Pearl Jam,grunge,0.659304669,105.994,-8.403,428.56444,2006
0.780461749,0.574274731,Mastodon,alternative metal,0.626612803,118.433,-5.884,654.28853,2009
0.727230316,0.476559379,Descendents,hardcore punk,0.519448582,89.495,-28.347,140.66893,1986
0.53938059,0.360583582,Bare Jr.,post-grunge,0.0,107.529,-7.309,254.79791,1998
0.567814264,0.376688631,Diesel Boy,pop rock,0.405652196,133.729,-4.793,124.15955,1998
0.352212817,0.297949266,Susana Seivane,gaita,0.0,152.013,-13.038,350.71955,2010
0.682045692,0.373464228,Test Icicles,grime,0.543052864,75.031,-4.172,190.24934,2005
0.450852685,0.33238987,Mance Lipscomb,texas blues,0.350979506,97.981,-23.527,187.53261,2000
0.602555589,0.389535576,Moss,future jazz,0.570850642,111.079,-7.672,329.35138,2009
0.684994897,0.415517083,Public Image Ltd,dance rock,0.26396982,132.506,-16.433,388.28363,1983
0.761362238,0.467110649,Gary Moore,blues-rock,0.447135796,153.862,-6.951,345.93914,1997
0.464481282,0.0,Pascal Sangla,french pop,0.0,93.238,-14.737,243.1473,2010
0.681598553,0.537537201,The B-52's,dance rock,0.714046553,124.086,-9.628,261.74649,1986
0.73118423,0.549204384,Sex Pistols,punk,0.413739836,145.518,-3.736,216.60689,1988
0.332330882,0.0,Deekline & Wizard,breakbeat,0.319565987,90.648,-6.947,271.77751,2004
0.632242851,0.453435791,Hem,folk-pop,0.360370583,89.86,-15.736,133.27628,2005
0.916058239,0.535408379,Lily Allen,ska,0.566988444,156.097,-5.871,264.69832,2006
0.618002715,0.349476327,Busdriver,alternative hip hop,0.519403046,155.038,-6.258,192.1824,2007
0.465194733,0.36228409,Byther Smith,chicago blues,0.437351761,117.168,-11.702,418.87302,1989
0.483703807,0.351624469,Bebo & Cigala,latin jazz,0.676548906,132.967,-14.509,198.26893,2003
0.574400789,0.446071584,Bongzilla,stoner metal,0.460541281,95.882,-6.788,397.26975,1999
0.44104996,0.353000688,The Gone Jackals,blues-rock,0.495293621,135.175,-12.772,229.79873,1995
0.693009204,0.498668875,Orbital,techno,0.688521844,125.975,-6.531,327.8624,2001
0.81592342,0.555138322,Bone Thugs-N-Harmony / Akon,gangster rap,0.557880389,154.09,-6.933,286.30159,2007
0.747708669,0.52040786,N.W.A.,gangster rap,0.0,97.099,-8.91,168.75057,1989
0.847081688,0.625080481,Rise Against,hardcore punk,0.696469437,186.254,-3.803,218.8273,2003
0.499939221,0.374449431,Ultraviolence,gabba,0.215080319,210.47,-10.57,303.04608,1995
0.679519208,0.491828704,James Horner,rock,0.545230294,90.084,-38.525,191.81669,1986
0.720808698,0.467133519,Tantric,post-grunge,0.447135796,106.698,-1.843,177.24036,2009
0.780461749,0.574274731,Mastodon,alternative metal,0.784194616,89.78,-3.937,233.58649,2001
0.400433514,0.266275286,Xcultures,gabba,0.214253449,107.177,-16.006,38.3473,2000
0.804523521,0.586433379,Placebo,british pop,0.873702495,108.264,-7.255,241.52771,2003
0.444926413,0.344814469,Gertrudis,big beat,0.323112121,97.76,-12.385,106.52689,2009
0.588370653,0.413237884,Warrior King,roots reggae,0.537503904,241.877,-4.779,224.28689,2002
0.711165787,0.466826993,Soda Stereo,rock,0.547324832,91.328,-11.356,340.29669,1988
0.690080124,0.466775622,Soul Asylum,hard rock,0.360370583,68.734,-6.582,279.2224,1998
0.626436382,0.374271174,Horace Andy,roots reggae,0.345802234,102.055,-10.173,234.44853,2005
0.39413854,0.291539727,Jimmy Wakely,classic country,0.462643183,109.065,-14.123,155.95057,2001
0.583231605,0.411448143,Rah Digga (Featuring Outsidaz),hip hop,0.405115722,201.802,-7.307,256.80934,2000
0.698770478,0.399451724,Angelo Badalamenti,chill-out,0.615372256,61.883,-18.349,109.37424,1987
0.473626728,0.378498493,Buzzhorn,post-grunge,0.193857803,144.836,-5.627,239.98649,2002
0.80113645,0.605507136,Silverstein,post-hardcore,0.658623927,108.499,-1.998,229.642,2005
0.609538992,0.482131081,!!!,dance-punk,0.0,193.978,-7.901,143.98649,2007
0.668509447,0.50654532,The Notorious B.I.G.,gangster rap,0.274281704,91.69,-5.934,316.65587,2007
0.787098356,0.634412385,Led Zeppelin,blues-rock,0.31276992,210.8,-10.7,182.09914,1982
0.655359115,0.405031298,Sandi Thom,british pop,0.419674279,82.205,-4.332,205.21751,2008
0.60542429,0.409292117,The Field Mice,twee pop,0.531612769,162.682,-15.54,316.73424,1989
0.415784608,0.307902094,Rodney O & Joe Cooley,miami bass,0.0,175.393,-9.745,172.01587,1991
0.612837504,0.482298832,Strata,post-grunge,0.0,109.671,-21.787,377.67791,2004
0.564512291,0.3268453,Till West & DJ Delicious,funky house,0.721572661,125.558,-7.535,153.28608,2006
0.362358559,0.298372721,Abraham Laboriel,jazz,0.319565987,93.106,-8.489,368.16934,1995
0.542512528,0.403784235,Sticky Fingaz,hip hop,0.636287224,80.149,-5.947,266.4224,2000
0.6051397,0.420937755,Lisa Lynne,chill-out,0.761303218,95.981,-14.544,316.49914,1999
0.68550363,0.446732968,Shawn Colvin,country rock,0.425124658,210.871,-13.256,224.60036,1989
0.593496044,0.404897336,Tiny Tim,cabaret,0.0,93.779,-23.996,43.36281,2000
0.524265131,0.372232889,Glad,ccm,0.473346541,192.702,-10.754,270.602,1993
0.654594982,0.396356237,Chase & Status,breakbeat,0.392008772,174.993,-5.134,337.68444,2005
0.476747681,0.294053193,Mitch Ryder,blues-rock,0.419125893,97.538,-11.255,207.43791,2004
0.331874147,0.3228233,Danilo Perez,latin jazz,0.253834736,159.233,-16.113,197.19791,2003
0.713274972,0.377593082,Sophie B. Hawkins,ballad,0.599660358,105.003,-6.301,305.162,1994
0.451977717,0.331351565,40 Grit,nu metal,0.427446572,186.882,-22.752,75.67628,2003
0.837872047,0.532803542,Gwen Stefani,rock,0.684613086,113.995,-4.169,290.55955,2004
0.589903022,0.420692588,Steve Morse,blues-rock,0.64068403,90.199,-6.977,363.85914,2000
0.806762596,0.580095045,Story Of The Year,screamo,0.215080319,100.032,-7.626,75.57179,2005
0.44802055,0.369535728,Natural Elements,hip hop,0.401486711,185.88,-6.318,338.1024,1998
0.6051397,0.420937755,Lisa Lynne,chill-out,0.673875572,94.031,-12.811,298.10893,1998
0.758678715,0.557562472,A Static Lullaby,post-hardcore,0.590252715,202.233,-5.537,213.49832,2008
0.628886848,0.310754057,Nights Like These,doom metal,0.334706549,124.872,-4.053,305.89342,2006
0.842431482,0.526458224,All Time Low,pop punk,0.270775999,91.483,-2.838,221.67465,2007
0.571422802,0.423356106,Richard Galliano,tango,0.340922756,76.296,-15.008,261.74649,1999
0.528835698,0.343133497,Debbie Davies,blues-rock,0.265861049,116.984,-6.908,225.67138,1998
0.851218064,0.510490081,Yung Joc,gangster rap,0.304169503,174.019,-5.797,193.64526,2007
0.79309437,0.568491815,Dropkick Murphys,celtic punk,0.528782481,183.808,-5.386,196.72771,2002
0.560882279,0.345063467,Taint,power electronics,0.425124658,92.044,-4.583,281.46893,2009
0.67161064,0.421973968,VHS Or Beta,disco,0.524969055,126.806,-5.893,224.20853,2004
0.338173032,0.279901462,Charanga Forever,salsa,0.0,203.964,-6.622,367.43791,2000
0.695416519,0.412110495,Marcus Miller,jazz funk,0.503381236,125.147,-13.078,280.13669,1983
0.522590185,0.390641236,Ayo,neo soul,0.0,128.689,-11.26,212.71465,2006
0.749395045,0.464517526,Kid Sister,hip house,0.573019828,140.026,-3.573,277.2371,2009
0.684994897,0.415517083,Public Image Ltd,dance rock,0.639248489,193.56,-12.091,492.30322,1985
0.581884359,0.347006921,Helen Love,power pop,0.299877488,100.76,-6.746,81.97179,1994
0.499302193,0.387294172,Azis,pop folk,0.407901717,98.151,-6.608,281.88689,2006
0.50373879,0.359290849,Jackie Edwards,rock steady,0.225940273,161.796,-12.102,256.62649,2006
0.710203377,0.51484988,Ensiferum,power metal,0.660344383,179.988,-4.507,291.02975,1999
0.756063871,0.491468882,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,rap,0.578658188,95.816,-9.636,334.78485,1995
0.758678715,0.557562472,A Static Lullaby,post-hardcore,0.542307526,80.41,-4.621,237.42649,2005
0.718381342,0.455825979,Scar Symmetry,death metal,0.716321271,150.086,-3.536,271.5424,2006
0.375962133,0.349873381,Sonia Dersion,zouklove,0.247625764,173.936,-8.089,269.87057,2004
0.831240277,0.737884133,Christina Aguilera,dance pop,0.622435137,117.984,-7.834,266.73587,2000
0.752365974,0.440107997,Eighteen Visions,alternative metal,0.660369706,131.079,-4.806,172.19873,2006
0.561487776,0.333596878,Baby Huey & The Baby Sitters,funk,0.476248227,132.973,-10.895,288.36526,1971
0.830884642,0.776167742,Weezer,pop rock,0.784712266,142.68,-3.637,180.97587,2001
0.415784608,0.307902094,Rodney O & Joe Cooley,miami bass,0.451934553,107.185,-7.041,217.41669,1993
0.544835431,0.331863557,Boots Randolph,instrumental rock,0.375984302,101.485,-11.927,150.20363,1963
0.574984394,0.317016495,Jackson United,surf music,0.445454526,90.636,-4.941,204.93016,2008
0.633313609,0.419860994,Luar Na Lubre,freestyle,0.400039657,229.913,-8.654,251.81995,2001
0.533724477,0.370747684,Fruko Y Sus Tesos,salsa,0.697181542,106.769,-6.206,261.90322,2004
0.563845985,0.344540601,The Bucketheads,vocal house,0.375984302,120.876,-14.979,365.71383,1995
0.484893131,0.344871922,The Real Kids,power pop,0.492299861,147.661,-8.471,222.11873,1996
0.547938241,0.374791219,Shriekback,alternative dance,0.23979456,100.15,-11.661,113.60608,2005
0.832757431,0.546383748,Hatebreed,hardcore punk,0.0,85.771,-3.806,136.95955,2006
0.731065756,0.509878708,Sister Hazel,post-grunge,0.603030145,140.259,-6.481,195.36934,2010
0.462996094,0.329391949,Precious Bryant,blues,0.241524482,91.538,-9.131,193.72363,2005
0.705745818,0.359064296,Brooke Valentine,crunk,0.215080319,111.936,-6.825,261.53751,2005
0.508636229,0.372119119,Krystof,soft rock,0.457447167,93.015,-7.499,262.55628,2006
0.731208047,0.547506775,Black Flag,hardcore punk,0.499445835,70.649,-18.91,1030.19057,1982
0.597113363,0.376556981,Mary Black,country rock,0.511424326,163.567,-9.464,293.92934,1999
0.57944035,0.390981124,Bobby Bland,soul blues,0.0,105.927,-10.269,181.49832,2006
0.530631077,0.326235946,Headliners,hard house,0.0,88.001,-4.969,169.56036,2006
0.510783846,0.349013498,CA3mplices,pop rock,0.565451012,100.051,-5.959,307.56526,1991
0.664182058,0.502848779,Turisas,viking metal,0.653815561,160.009,-7.249,146.59873,2004
0.563048689,0.34822673,ChA(c)co Feliciano And Joe King,salsa,0.319565987,87.976,-3.865,273.65832,2006
0.511711973,0.33256773,Stars Like Fleas,glitch,0.0,103.936,-7.401,264.51546,2007
0.833178526,0.804219797,Shakira,dance pop,0.701124286,115.066,-19.976,148.1922,1995
0.589694605,0.383863704,Ms. Dynamite,grime,0.408110884,125.916,-9.903,286.32771,2005
0.851351443,0.582346374,Blink-182,power pop,0.674164747,200.716,-7.315,225.12281,1997
0.646021343,0.408801073,Abysmal Dawn,blackened death metal,0.538200452,125.086,-5.766,250.3571,2008
0.558475816,0.40788797,Elvin Bishop,blues-rock,0.405115722,150.013,-5.208,254.56281,2005
0.634441713,0.423117944,Siouxsie,dark wave,0.590240598,115.033,-6.931,234.55302,2007
0.629301806,0.450779891,Alan Silvestri,country rock,0.301681757,154.172,-10.586,504.05832,2009
0.465194733,0.36228409,Byther Smith,chicago blues,0.535575222,94.554,-10.483,269.7922,2004
0.546788717,0.37082899,Dusminguet,rumba,0.288481643,196.188,-4.314,199.13098,2001
0.644519692,0.405618982,Zeromancer,industrial rock,0.675696807,90.027,-6.762,362.31791,2009
0.859513993,0.812307796,Green Day,alternative rock,0.437909889,101.08,-5.66,340.79302,2005
0.697887822,0.435144672,KALIMBA,death core,0.450762242,80.484,-6.282,352.67873,2009
0.668087296,0.459387425,Kitaro,chill-out,0.345802234,143.291,-14.891,81.50159,1993
0.79633706,0.582921577,Alice In Chains,grunge,0.824432869,107.845,-3.91,256.522,2009
0.704411407,0.469425908,Bobby Darin,brill building pop,0.0,90.18,-13.876,163.52608,1995
0.80955221,0.583147022,Ill Nino,alternative metal,0.0,104.984,-4.44,180.50567,2006
0.739099282,0.471126715,Baroness,sludge metal,0.742185319,176.066,-7.803,270.52363,2009
0.822316236,0.508813195,DMX / Eve / Jadakiss,hip hop,0.604088178,185.094,-2.542,265.22077,2003
0.555966789,0.338110388,Willie Rosario,salsa,0.569275651,197.458,-5.799,281.41669,1999
0.804523521,0.586433379,Placebo,british pop,0.850282902,142.116,-6.033,246.96118,2000
0.852136187,0.78033412,Metallica,speed metal,0.801014142,167.486,-3.028,252.3424,1982
0.739454874,0.513339196,The Radio Dept.,shoegaze,0.682574648,88.02,-5.648,256.02567,2007
0.724284927,0.501360613,MAPtley CrA1/4e,heavy metal,0.535106025,127.745,-7.199,254.01424,1999
0.537908276,0.417727338,Cauterize,pop punk,0.714329037,97.148,-4.714,240.43057,2003
0.558481253,0.37632596,Laurie Berkner,death core,0.0,144.71,-16.263,233.45587,2001
0.796493402,0.510324986,Simon & Garfunkel,folk-pop,0.419674279,151.5,-13.047,194.35057,2004
0.604820432,0.383877494,Robben Ford,blues-rock,0.503381236,111.903,-6.311,298.37016,2002
0.844039532,0.524378988,Anti-Flag,oi,0.549342332,141.334,-10.609,359.6273,1999
0.383294226,0.255564868,Hysterie,tech house,0.0,130.032,-10.976,389.642,2005
0.834538586,0.477310881,Aesop Rock,underground rap,0.638297906,167.909,-6.022,234.52689,2001
0.685691649,0.542502096,Shelby Lynne,country rock,0.392008772,121.773,-15.546,290.97751,2005
0.852638932,0.535763158,Hot Chip,dance rock,0.33888672,126.14,-6.446,181.02812,2004
0.603383145,0.422127199,Kathy Mattea,bluegrass,0.323112121,146.894,-16.504,44.64281,2008
0.628290857,0.36416381,BigElf,stoner rock,0.642091038,64.006,-4.683,298.13506,2003
0.526646055,0.352342013,Fudge Tunnel,sludge metal,0.480238748,120.703,-7.31,124.94322,1991
0.669726188,0.427914247,Eliane Elias,brazilian jazz,0.215080319,95.111,-24.83,326.42567,1992
0.450361261,0.267757495,Dave Eggar,new age,0.0,100.893,-23.15,225.04444,2002
0.664559979,0.397569595,2raumwohnung,tech house,0.265861049,125.995,-8.525,357.85098,2007
0.796797414,0.453259925,The Exies,post-grunge,0.692329927,113.326,-4.998,201.87383,2003
0.452983132,0.328094925,Babylon Disco,breakcore,0.332070982,89.927,-10.196,208.90077,2007
0.50087616,0.379228069,Kaija Koo,humppa,0.542965638,121.981,-8.521,227.36934,1995
0.429349278,0.277789967,Gus Viseur,gypsy jazz,0.212045406,90.177,-13.512,180.00934,2000
0.508971308,0.342096651,Spinal Tap,parody,0.334706549,129.318,-5.492,235.41506,1992
0.700446614,0.528795206,Buzzcocks,new wave,0.550647153,176.153,-7.736,219.19302,1980
0.657883116,0.464886257,Stanley Clarke,jazz funk,0.489038209,84.064,-12.714,282.69669,1975
0.75504135,0.458592025,Jesse Malin and The St. Marks Social,urban folk,0.47212112,126.105,-4.852,243.722,2007
0.840432422,0.608849019,3 Doors Down,post-grunge,0.704963317,86.82,-5.981,230.42567,2003
0.645192339,0.47122433,JoAPSo Gilberto,brazilian jazz,0.631600818,127.782,-29.75,197.19791,2000
0.81592342,0.555138322,Bone Thugs-N-Harmony,gangster rap,0.474054831,101.167,-5.724,255.73832,2000
0.780461749,0.574274731,Mastodon,alternative metal,0.597640798,173.205,-3.306,280.21506,2001
0.532850502,0.302930471,Portable,post-grunge,0.0,116.005,-18.152,362.60526,2003
0.899934952,0.68365806,Radiohead,british pop,0.775023551,150.848,-9.148,267.20608,1997
0.612543004,0.459660463,Dave Hollister,motown,0.728852131,118.052,-7.232,305.34485,2006
0.822316236,0.508813195,DMX,hip hop,0.678235925,106.769,-7.974,222.09261,1998
0.668087296,0.459387425,Kitaro,chill-out,0.360370583,35.931,-23.874,43.51955,1993
0.593226735,0.363563852,Las Ketchup,rumba,0.239936824,167.954,-4.134,171.80689,2006
0.694021648,0.479407676,Nick Cave & The Bad Seeds,rock,0.591758451,116.621,-11.766,283.74159,2003
0.825962346,0.506804744,Bury Your Dead,hardcore punk,0.533370878,123.635,-6.664,290.63791,2009
0.615504103,0.439836359,Bersuit Vergarabat,cumbia,0.514753324,135.982,-7.769,307.35628,2005
0.845373304,0.534429714,G-Unit,rap,0.761878078,88.043,-1.622,242.52036,2003
0.755077151,0.563763752,Saosin,alternative metal,0.747754816,85.029,-3.753,212.29669,2005
0.651957877,0.436220548,Warren Barfield,ccm,0.0,117.985,-6.748,207.51628,2006
0.804838889,0.457841156,Dilated Peoples,turnablism,0.558997327,165.546,-8.225,149.91628,2004
0.713782886,0.529166983,Fever Ray,electronic,0.554384121,64.811,-9.074,280.24118,2009
0.407372281,0.482486802,The Animals_ Sonny Boy Williamson,blues-rock,0.288481643,81.111,-9.492,463.49016,1973
0.522423829,0.41759188,Floor,stoner metal,0.266955186,144.803,-9.105,144.92689,2009
0.437193777,0.316155987,Walter Jackson,northern soul,0.353261354,78.453,-12.839,156.682,2006
0.620501925,0.301847095,Tim Exile,breakcore,0.428702263,141.836,-4.379,80.3522,2006
0.754180833,0.476254162,Bizzy Bone Presents,gangster rap,0.340922756,81.901,-7.837,50.9122,2004
0.553194234,0.359807225,Cinder,post-grunge,0.212045406,157.909,-5.025,218.61832,2006
0.486679143,0.362501434,Speedball,speedcore,0.255103036,159.702,-9.191,212.21832,1998
0.817256293,0.735208878,Johnny Cash,honky tonk,0.326478238,118.041,-7.087,112.95302,2006
0.493891153,0.355495957,Autumnblaze,doom metal,0.407901717,119.428,-9.033,286.24934,1999
0.732393863,0.496224349,Kris Kristofferson,western swing,0.360370583,74.809,-11.663,194.37669,1974
0.761362238,0.467110649,Gary Moore,blues-rock,0.270775999,100.081,-11.105,198.79138,2005
0.831240277,0.725746082,Christina Aguilera,dance pop,0.680334935,152.214,-6.774,347.84608,2002
0.580481348,0.412610819,Maurane / Lara Fabian,chanson,0.225768116,107.087,-13.637,198.86975,2003
0.404823303,0.288050285,Rita Chiarelli,blues,0.0,90.282,-9.517,237.7922,2004
0.773271848,0.429689629,Goatwhore,black metal,0.514753324,110.994,-4.442,225.64526,2006
0.490688788,0.326430853,Gabinete Caligari,pop rock,0.266955186,109.051,-12.436,304.32608,1989
0.611788254,0.336726841,Tanto Metro & Devonte,dancehall,0.334706549,195.976,-8.41,207.33342,2003
0.553637086,0.360200448,Basic Channel,techno,0.509157228,127.923,-12.593,793.62567,1994
0.847754656,0.494206855,Trivium,alternative metal,0.474054831,100.604,-3.973,321.17506,2008
0.710203377,0.51484988,Ensiferum,power metal,0.691042546,200.061,-2.599,218.61832,1999
0.641197515,0.448653471,Martin Sexton,blue-eyed soul,0.304169503,133.391,-8.733,352.88771,2001
0.564710159,0.415937641,Chris Standring,smooth jazz,0.494489518,97.959,-9.449,257.59302,2006
0.590692918,0.452817838,John Hammond,blues,0.253834736,90.666,-8.405,247.32689,2005
0.571422802,0.423356106,Richard Galliano,tango,0.0,79.53,-16.937,201.09016,1999
0.683388517,0.46311834,Ten Years After,blues-rock,0.215080319,128.598,-11.814,248.78975,1989
0.581884359,0.347006921,Helen Love,power pop,0.367273416,156.074,-8.871,145.78893,1997
0.837450128,0.476760867,Chimaira,groove metal,0.629071836,150.11,-4.238,323.18649,2007
0.396455254,0.299230368,Faye Adams,jump blues,0.0,110.323,-11.508,144.1171,1961
0.510798011,0.352235517,Deborah Allen,country rock,0.265861049,67.904,-11.156,189.57016,2005
0.36061367,0.0,Tina Britt,chicago blues,0.0,118.835,-7.162,177.94567,2006
0.546206711,0.354517343,Enslavement Of Beauty,parody,0.536570161,120.052,-4.732,239.90812,2001
0.604479007,0.390489535,Trick Trick / Eminem,bass music,0.708607217,91.101,-4.853,285.49179,2005
0.535702528,0.384986117,Carlos NuA+-ez,flamenco,0.327736683,113.156,-8.691,237.87057,2002
0.636119207,0.363499577,Facto Delafe y las flores azules,trip hop,0.212045406,95.036,-9.65,158.45832,2005
0.514414554,0.413757657,Dora The Explorer,goregrind,0.334706549,123.965,-6.917,68.98893,2008
0.67577137,0.435468899,J.J. Cale,blues-rock,0.557313136,111.492,-14.293,263.94077,1997
0.632856419,0.428980521,Everyday Sunday,post-grunge,0.323112121,103.009,-7.462,269.73995,2002
0.649157388,0.469177429,Souls Of Mischief,jazz rap,0.60211999,96.287,-5.911,220.96934,2002
0.726298027,0.555414576,Bad Brains,hardcore punk,0.589637891,86.536,-9.614,85.26322,1983
0.724864482,0.524449471,The Presets,dance rock,0.663124801,120.119,-4.002,271.85587,2008
0.558090352,0.349841327,Francisco CA(c)spedes,los angeles,0.537503904,110.666,-9.84,204.53832,1998
0.79633706,0.582921577,Alice In Chains,grunge,0.708746211,92.012,-6.478,267.36281,1992
0.830592507,0.639798164,Matisyahu,reggae,0.653306678,181.549,-7.865,417.67138,2004
0.566532654,0.272364626,BA(c)la Fleck,bluegrass,0.57540658,140.659,-9.89,158.98077,1982
0.480872925,0.381106492,Sapo,latin jazz,0.0,141.45,-5.155,219.74159,2003
0.688146052,0.518371606,Eddie Money,pop rock,0.426223508,86.902,-7.54,189.30893,1977
0.59454079,0.348615302,Photo Atlas,dance-punk,0.666532379,168.248,-5.991,189.75302,2007
0.599133769,0.392994623,Elliot Goldenthal,instrumental rock,0.394394856,148.505,-13.179,617.82159,2003
0.84219335,0.550422825,Behemoth,black metal,0.651392592,85.112,-4.059,178.33751,2004
0.785120149,0.562881125,Soilwork,death metal,0.0,93.235,-3.049,323.21261,2000
0.772292647,0.542175166,Shaggy,reggae,0.0,89.998,-7.751,232.30649,1994
0.749860753,0.51653518,The Rapture,alternative dance,0.62646424,120.006,-7.693,218.22649,2003
0.749796959,0.551552455,Dinosaur Jr,indie rock,0.589946219,145.228,-6.942,194.40281,1994
0.818319359,0.667294596,Snow Patrol,indie rock,0.702289777,142.01,-4.022,174.602,2004
